44,51
65,43
65,40
35,54
66,67
41,59
55,55
23,2
45,57
69,36
34,53
37,2
38,1
37,55
41,67
58,55
3,26
9,14
5,28
54,51
56,69
48,47
46,53
64,29
61,56
69,64
45,7
69,38
39,54
50,47
27,14
33,1
67,50
9,19
56,57
64,53
15,21
63,50
3,42
63,65
43,52
9,26
59,31
1,29
30,59
59,53
13,0
65,35
5,24
19,35
47,9
4,21
24,11
53,66
35,2
26,9
56,51
70,29
69,56
53,55
69,67
58,67
8,9
37,62
55,9
35,3
69,35
55,15
59,69
51,9
61,5
5,29
66,45
5,23
63,37
59,17
69,55
63,61
17,18
57,8
15,17
63,60
53,61
33,3
67,68
23,3
9,20
19,7
1,5
53,9
68,47
21,14
32,13
19,5
6,19
25,9
43,58
4,7
25,16
67,37
0,29
59,65
47,55
8,1
11,19
49,5
57,48
59,59
65,39
36,9
43,5
66,29
55,54
53,5
1,35
6,11
68,31
70,69
20,21
61,8
65,46
47,0
49,41
3,11
30,25
55,11
29,4
33,62
15,13
1,18
1,37
39,60
65,53
67,48
67,49
52,49
25,3
55,43
0,21
13,6
41,53
38,9
17,17
47,41
41,6
45,54
56,17
1,38
6,23
67,56
2,11
69,49
1,33
32,5
41,50
66,61
5,21
21,11
3,29
59,16
49,55
22,9
34,1
15,10
57,3
69,57
18,3
43,59
24,15
65,25
53,11
35,56
39,12
53,52
65,30
38,51
25,7
33,10
63,36
7,14
5,25
50,37
51,5
1,23
53,6
47,3
61,41
27,3
61,26
51,7
39,61
13,25
1,31
35,62
50,43
29,6
53,15
61,63
45,5
11,29
27,6
31,14
55,41
29,5
5,5
25,11
61,35
4,13
34,17
11,21
69,69
63,55
50,45
49,46
1,13
57,39
63,47
55,62
37,61
1,32
7,30
13,9
51,47
49,1
19,23
2,45
51,62
51,53
57,63
54,45
47,58
33,59
3,37
51,59
39,3
19,4
61,60
9,21
67,69
45,56
53,57
1,0
23,13
5,1
27,7
45,51
56,45
33,64
56,13
7,33
20,13
36,5
57,55
9,16
57,65
45,48
47,48
59,45
65,29
11,27
55,67
69,63
17,2
63,41
10,27
9,27
69,47
25,0
57,51
55,53
65,48
15,20
43,9
55,47
62,37
35,59
22,17
25,24
18,7
63,38
40,63
69,58
59,43
3,1
34,7
42,59
41,51
65,27
7,21
9,39
51,49
7,5
25,2
32,63
8,3
33,9
54,9
67,61
67,38
62,33
17,1
44,55
2,27
7,19
2,47
1,9
7,9
41,1
39,10
61,25
35,61
63,59
21,13
29,11
58,51
37,3
17,12
7,3
7,29
37,59
65,69
67,31
19,13
61,66
23,9
43,49
50,9
43,8
61,64
49,8
15,2
57,43
23,15
64,43
39,52
33,57
8,29
57,53
11,6
65,31
65,67
28,17
9,31
41,56
22,1
51,11
66,69
43,6
1,19
33,13
53,41
68,35
43,3
65,51
44,3
57,17
61,12
61,65
44,1
57,13
13,10
61,53
9,15
11,9
29,12
64,65
45,41
67,59
55,12
67,33
56,41
10,1
5,14
19,10
53,43
69,31
3,21
57,14
37,47
35,9
10,5
11,24
66,41
40,1
59,39
65,64
63,70
64,67
13,35
7,35
4,11
17,7
43,60
53,3
32,55
60,49
39,48
63,33
7,6
63,53
69,37
61,48
45,45
61,62
16,7
54,3
13,11
67,29
47,59
23,12
32,3
11,25
63,63
69,39
29,7
49,51
62,43
55,39
3,51
5,17
45,3
17,9
13,1
55,33
47,2
53,14
13,19
61,61
1,39
29,15
5,35
39,5
1,1
53,64
47,56
48,55
59,67
23,7
59,63
68,29
31,13
28,13
30,3
3,3
31,17
43,57
51,4
69,34
3,47
9,3
69,54
17,15
61,34
3,43
39,9
57,10
58,43
63,31
52,55
47,49
25,6
48,53
38,57
17,8
63,69
69,65
50,7
61,54
63,67
55,6
65,52
17,3
51,51
67,47
57,5
10,11
57,41
69,44
29,61
5,2
9,11
17,13
52,45
52,47
57,15
53,63
1,7
54,47
7,16
47,7
9,1
67,42
39,1
53,10
41,69
52,13
57,60
61,46
67,60
5,9
54,61
11,32
55,68
6,27
26,3
66,55
49,66
69,32
61,3
26,11
5,44
57,47
3,19
61,58
12,11
31,6
11,34
49,47
68,41
0,5
61,38
41,57
68,45
39,58
1,10
63,29
55,59
69,66
9,24
63,57
65,54
11,3
48,5
37,49
40,7
2,13
57,31
61,51
33,58
55,20
49,53
35,5
67,43
25,1
61,13
2,7
6,9
20,9
5,7
40,3
7,13
43,53
67,65
66,65
37,57
2,21
13,17
65,37
13,3
50,51
31,10
5,18
35,7
65,32
7,26
7,18
11,8
56,65
65,58
53,53
55,44
9,9
13,8
67,35
38,7
32,7
69,29
22,15
58,63
27,13
29,10
19,3
62,67
15,7
57,59
40,51
61,47
69,59
31,19
27,5
59,11
68,67
15,5
68,53
44,43
60,35
61,11
33,63
40,47
7,1
39,51
62,69
18,11
31,55
44,59
63,46
67,67
37,9
3,28
5,32
11,18
65,38
16,21
3,16
55,45
59,56
66,35
18,1
11,11
61,37
9,13
9,23
48,43
3,5
8,19
3,9
13,5
47,61
5,43
7,12
39,55
46,59
31,9
45,59
27,4
11,7
17,5
7,27
12,15
11,20
12,3
25,17
2,3
13,13
64,57
55,3
3,4
37,4
31,3
44,7
51,65
65,61
69,52
9,34
25,5
24,13
59,57
11,1
3,30
37,63
22,21
42,49
7,25
1,24
39,59
17,11
14,13
19,6
61,40
7,15
13,7
51,39
47,57
4,25
1,45
25,15
9,7
7,34
48,11
66,57
57,7
51,55
57,61
39,53
14,1
31,7
59,66
3,23
41,49
65,49
68,39
37,5
49,50
11,15
59,33
11,22
15,4
23,5
39,63
54,11
21,3
41,4
30,63
13,15
5,13
67,39
61,14
61,69
61,42
42,55
49,3
21,8
23,10
50,55
59,35
69,43
6,29
21,15
45,1
5,38
54,15
55,37
5,15
42,11
46,5
67,57
60,13
47,47
63,39
51,3
1,20
15,23
37,58
35,58
36,7
27,9
49,11
47,1
57,49
50,3
8,11
65,26
2,33
61,59
37,53
6,7
65,41
57,64
16,5
55,26
55,4
13,4
16,13
56,63
54,59
54,55
0,7
7,23
37,1
5,10
19,9
49,49
66,33
65,55
23,11
61,31
27,11
57,70
10,13
62,11
55,66
58,11
69,41
18,17
51,52
14,7
59,62
58,13
3,27
51,60
67,52
57,37
64,35
4,33
44,49
55,16
68,61
15,15
52,3
41,61
0,39
37,50
59,51
3,34
4,5
47,44
59,60
9,4
27,1
46,47
35,60
45,55
53,50
65,63
8,5
30,53
37,7
35,64
51,35
14,33
31,8
39,49
51,41
49,7
3,15
55,13
53,13
57,52
3,8
1,15
4,19
8,23
3,25
62,57
53,7
3,31
33,61
69,61
36,53
61,39
57,9
15,25
57,18
26,13
7,31
61,45
34,5
41,54
56,3
2,17
63,43
63,62
69,33
69,51
59,13
29,9
59,41
55,19
11,2
33,5
25,18
1,11
45,61
37,54
62,55
42,65
22,5
42,3
41,52
31,63
9,33
30,15
52,7
23,4
57,42
3,17
45,53
57,67
64,61
3,38
39,57
65,59
43,51
40,57
45,37
63,64
1,3
0,43
6,3
3,36
1,36
62,51
12,17
3,35
16,9
25,13
35,63
53,45
68,63
55,40
68,59
69,45
4,15
55,42
65,33
21,9
5,11
19,1
46,51
3,22
60,43
70,49
31,5
47,6
64,41
13,12
7,22
7,50
48,61
48,51
1,41
28,7
3,41
45,49
36,63
42,1
5,36
52,41
39,4
5,33
60,67
48,7
24,23
57,11
27,17
48,3
11,37
47,51
38,61
1,26
9,25
64,33
11,5
21,7
63,35
1,27
24,7
15,9
59,61
9,22
15,3
43,1
56,7
67,55
7,7
44,45
63,45
55,7
59,58
29,55
57,45
67,53
31,62
57,58
52,9
7,17
4,31
51,45
9,8
58,45
70,47
21,4
55,17
67,63
55,65
33,7
41,5
3,39
5,31
53,47
59,55
55,51
59,68
35,57
65,47
56,55
27,8
11,13
2,41
3,2
29,13
51,61
59,15
38,47
45,67
45,4
4,1
50,11
51,54
47,53
69,53
65,50
51,63
67,45
11,31
1,25
3,40
63,49
39,7
23,1
30,11
21,1
59,37
57,69
34,3
69,27
9,29
41,60
58,53
70,41
38,15
55,5
43,55
60,53
60,45
43,46
49,35
24,5
1,43
15,1
67,51
37,11
20,1
59,9
68,25
